question,variant,persona.region,persona.sex,persona.age,persona.marital_status,persona.education,persona.social_class,model-country,survey-country,prompting-language,model-answer,survey-answer,mae-score,accuracy,,rand-accuracy,person-random
21,0,california,female,30,married,middle,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,california,male,36,married,higher,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,texas,male,23,single,higher,lower class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,wisconsin,male,41,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,maine,female,22,single,higher,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,michigan,male,60,married,higher,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,new york,male,38,single,higher,lower class,us,us,en,1,1,1,TRUE,1,0.333333333,0.333333333
21,0,idaho,male,23,single,middle,lower middle class,us,us,en,1,3,0,FALSE,0,0.333333333,0.333333333
21,0,new york,male,36,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,nebraska,male,39,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,indiana,male,47,married,higher,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,colorado,male,59,married,higher,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,north carolina,female,30,single,higher,lower class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,pennsylvania,female,46,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,connecticut,female,52,married,middle,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,arizona,female,40,married,middle,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,south dakota,female,43,married,higher,working class,us,us,en,1,1,1,TRUE,1,0.333333333,0.333333333
21,0,missouri,female,34,married,middle,lower class,us,us,en,1,1,1,TRUE,1,0.333333333,0.333333333
21,0,tennessee,female,25,single,higher,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,pennsylvania,female,38,married,middle,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,california,male,35,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,virginia,male,60,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,texas,male,28,married,middle,working class,us,us,en,1,3,0,FALSE,0,0.333333333,0.333333333
21,0,tennessee,female,42,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,tennessee,male,54,married,middle,lower middle class,us,us,en,1,3,0,FALSE,0,0.333333333,0.333333333
21,0,new jersey,female,45,married,higher,lower middle class,us,us,en,1,1,1,TRUE,1,0.333333333,0.333333333
21,0,tennessee,female,28,married,higher,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,indiana,female,37,married,higher,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,wisconsin,male,38,married,higher,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,vermont,female,33,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,michigan,male,21,single,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,oregon,male,65,married,middle,working class,us,us,en,1,1,1,TRUE,1,0.333333333,0.333333333
21,0,ohio,female,29,married,middle,lower class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,indiana,female,50,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,north carolina,male,24,single,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,florida,male,35,married,higher,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,hawaii,female,36,married,higher,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,florida,female,59,married,higher,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,oregon,male,39,married,higher,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,texas,female,52,married,higher,lower middle class,us,us,en,1,1,1,TRUE,1,0.333333333,0.333333333
21,0,florida,male,65,married,middle,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,new york,male,22,single,higher,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,maine,male,52,married,middle,lower class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,wisconsin,male,30,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,florida,male,19,single,middle,lower class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,minnesota,male,48,married,middle,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,north carolina,female,33,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,kentucky,male,52,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,missouri,female,52,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,kentucky,male,58,married,higher,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,california,female,30,married,higher,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,florida,male,40,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,missouri,female,49,single,higher,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,washington,male,25,single,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,pennsylvania,male,32,single,higher,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,michigan,female,26,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,kentucky,female,45,married,higher,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,minnesota,female,37,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,missouri,male,46,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,maine,male,40,single,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,new mexico,male,49,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,texas,male,23,single,middle,lower class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,virginia,female,27,married,higher,working class,us,us,en,1,3,0,FALSE,0,0.333333333,0.333333333
21,0,arizona,male,34,single,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,illinois,female,57,divorced,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,texas,male,62,married,higher,lower middle class,us,us,en,1,1,1,TRUE,1,0.333333333,0.333333333
21,0,virginia,male,58,married,higher,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,wisconsin,female,24,single,higher,lower middle class,us,us,en,1,1,1,TRUE,1,0.333333333,0.333333333
21,0,california,male,45,married,higher,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,missouri,male,30,married,higher,lower middle class,us,us,en,1,1,1,TRUE,1,0.333333333,0.333333333
21,0,colorado,male,39,married,higher,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,texas,female,37,married,middle,upper middle class,us,us,en,1,3,0,FALSE,0,0.333333333,0.333333333
21,0,tennessee,male,43,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,arizona,female,20,single,middle,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,california,female,23,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,florida,male,40,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,indiana,male,27,single,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,tennessee,male,61,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,washington,male,42,married,higher,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,california,male,32,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,utah,female,32,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,iowa,female,38,married,higher,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,florida,male,19,single,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,new york,female,32,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,illinois,female,33,married,higher,upper middle class,us,us,en,1,3,0,FALSE,0,0.333333333,0.333333333
21,0,kentucky,female,37,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,ohio,female,19,single,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,california,male,19,single,middle,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,tennessee,male,39,single,higher,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,louisiana,female,30,married,middle,lower class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,iowa,female,19,single,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,california,female,49,married,higher,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,new mexico,male,20,single,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,nebraska,female,57,married,lower,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,ohio,male,28,married,higher,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,kentucky,male,21,single,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,california,female,26,married,middle,lower middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,missouri,male,58,married,higher,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,new jersey,male,57,married,middle,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,wisconsin,female,55,married,middle,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,virginia,male,55,single,middle,working class,us,us,en,1,1,1,TRUE,1,0.333333333,0.333333333
21,0,missouri,female,36,married,middle,upper middle class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
21,0,kansas,male,20,single,higher,working class,us,us,en,1,2,0,FALSE,0,0.333333333,0.333333333
42,0,new york,female,48,divorced,lower,working class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,georgia,female,29,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,louisiana,female,30,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,north carolina,male,42,married,middle,lower middle class,us,us,en,2,3,0.5,FALSE,0,0.25,0.5
42,0,mississippi,female,53,widowed,middle,working class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,new york,male,57,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,arizona,male,38,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,tennessee,female,35,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,wisconsin,male,62,married,middle,working class,us,us,en,2,3,0.5,FALSE,0,0.25,0.5
42,0,oklahoma,female,31,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,maine,female,55,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,michigan,female,35,married,middle,lower class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,pennsylvania,female,30,divorced,lower,lower class,us,us,en,2,1,0.5,FALSE,0,0.25,0.5
42,0,missouri,female,27,married,lower,lower middle class,us,us,en,2,3,0.5,FALSE,0,0.25,0.5
42,0,florida,female,48,married,middle,lower middle class,us,us,en,2,1,0.5,FALSE,0,0.25,0.5
42,0,california,male,35,married,middle,lower middle class,us,us,en,2,1,0.5,FALSE,0,0.25,0.5
42,0,florida,male,35,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,missouri,female,52,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,michigan,female,26,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,arizona,female,20,single,middle,upper middle class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
42,0,louisiana,female,30,married,middle,lower class,us,us,en,2,2,1,TRUE,1,0.25,0.666666667
62,0,michigan,female,54,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,michigan,female,34,divorced,higher,lower class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,oklahoma,female,25,married,middle,lower class,us,us,en,3,2,0.666666667,FALSE,0,0.2,0.666666667
62,0,new york,female,48,divorced,lower,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,georgia,female,29,married,higher,lower middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
62,0,minnesota,female,23,single,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,ohio,female,39,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,louisiana,female,30,married,middle,working class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
62,0,new jersey,female,39,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,connecticut,male,26,single,higher,lower middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
62,0,connecticut,female,40,single,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,wisconsin,female,38,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,oklahoma,female,25,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,nevada,female,45,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,ohio,female,56,divorced,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,colorado,female,71,married,higher,upper middle class,us,us,en,2,1,0.666666667,FALSE,0,0.2,0.5
62,0,ohio,female,27,married,higher,upper middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
62,0,colorado,male,42,divorced,middle,lower middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
62,0,tennessee,female,35,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,oklahoma,female,39,divorced,middle,working class,us,us,en,2,4,0.333333333,FALSE,0,0.2,0.5
62,0,wisconsin,female,41,single,middle,lower class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,new york,female,30,single,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,ohio,female,56,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,north carolina,female,34,married,middle,lower middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
62,0,maine,female,55,married,middle,lower middle class,us,us,en,2,1,0.666666667,FALSE,0,0.2,0.5
62,0,wisconsin,female,31,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,wisconsin,female,26,married,higher,lower middle class,us,us,en,2,1,0.666666667,FALSE,0,0.2,0.5
62,0,michigan,female,35,married,middle,lower class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
62,0,pennsylvania,female,30,divorced,lower,lower class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,new york,female,28,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,missouri,female,27,married,lower,lower middle class,us,us,en,2,1,0.666666667,FALSE,0,0.2,0.5
62,0,new hampshire,female,48,married,middle,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,pennsylvania,female,42,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,florida,female,48,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,new york,female,26,single,higher,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,oregon,female,42,married,middle,lower middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
62,0,maine,female,22,single,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,north carolina,female,30,single,higher,lower class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,south dakota,female,43,married,higher,working class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
62,0,tennessee,female,25,single,higher,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,new jersey,female,45,married,higher,lower middle class,us,us,en,2,1,0.666666667,FALSE,0,0.2,0.5
62,0,vermont,female,33,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,ohio,female,29,married,middle,lower class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,indiana,female,50,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,hawaii,female,36,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,minnesota,female,37,married,middle,lower middle class,us,us,en,2,4,0.333333333,FALSE,0,0.2,0.5
62,0,new mexico,male,49,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,illinois,female,57,divorced,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,wisconsin,female,24,single,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
62,0,california,female,23,married,middle,lower middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
62,0,california,female,49,married,higher,lower middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
62,0,nebraska,female,57,married,lower,working class,us,us,en,2,1,0.666666667,FALSE,0,0.2,0.5
63,0,mississippi,female,30,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,indiana,female,28,married,higher,lower middle class,us,us,en,2,1,0.666666667,FALSE,0,0.2,0.5
63,0,michigan,female,54,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,michigan,male,53,married,higher,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,illinois,male,45,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,michigan,female,34,divorced,higher,lower class,us,us,en,3,2,0.666666667,FALSE,0,0.2,0.666666667
63,0,missouri,male,48,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,florida,male,41,married,higher,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,massachusetts,female,59,married,middle,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,oklahoma,female,25,married,middle,lower class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,louisiana,male,25,married,middle,upper middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,massachusetts,female,42,married,higher,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,texas,female,24,single,higher,lower class,us,us,en,2,4,0.333333333,FALSE,0,0.2,0.5
63,0,pennsylvania,female,35,married,middle,working class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,new york,female,48,divorced,lower,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,pennsylvania,female,43,married,higher,upper middle class,us,us,en,3,2,0.666666667,FALSE,0,0.2,0.666666667
63,0,tennessee,male,33,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,georgia,female,29,married,higher,lower middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,minnesota,female,23,single,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,missouri,female,27,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,texas,female,63,married,higher,lower middle class,us,us,en,2,1,0.666666667,FALSE,0,0.2,0.5
63,0,nebraska,male,29,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,ohio,female,39,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,louisiana,female,30,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,tennessee,male,32,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,new jersey,female,39,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,north carolina,male,42,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,mississippi,female,53,widowed,middle,working class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,connecticut,female,40,single,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,maryland,male,29,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,wisconsin,female,38,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,north carolina,male,32,single,middle,working class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,oklahoma,female,25,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,oklahoma,male,20,single,middle,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,virginia,male,45,divorced,higher,upper middle class,us,us,en,3,2,0.666666667,FALSE,0,0.2,0.666666667
63,0,missouri,male,37,married,middle,lower class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,california,male,28,single,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,ohio,female,24,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,texas,male,64,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,washington,male,34,married,higher,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,north carolina,male,49,married,middle,lower class,us,us,en,3,3,1,TRUE,1,0.2,0.666666667
63,0,kentucky,male,51,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,california,male,41,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,washington,female,21,single,middle,lower class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,illinois,male,46,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,washington,male,45,married,middle,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,alabama,male,60,married,middle,lower middle class,us,us,en,3,1,0.333333333,FALSE,0,0.2,0.5
63,0,ohio,female,56,divorced,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,colorado,female,71,married,higher,upper middle class,us,us,en,2,1,0.666666667,FALSE,0,0.2,0.5
63,0,oklahoma,female,42,married,higher,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,colorado,male,27,married,higher,upper middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,kentucky,female,30,married,higher,lower class,us,us,en,2,4,0.333333333,FALSE,0,0.2,0.5
63,0,illinois,male,26,single,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,virginia,male,40,single,lower,lower class,us,us,en,3,3,1,TRUE,1,0.2,0.666666667
63,0,nebraska,female,20,single,middle,lower middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,new jersey,female,20,single,middle,working class,us,us,en,2,1,0.666666667,FALSE,0,0.2,0.5
63,0,ohio,female,27,married,higher,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,indiana,male,50,married,higher,working class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,colorado,male,42,divorced,middle,lower middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,tennessee,male,37,married,higher,lower middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,florida,male,51,married,middle,lower middle class,us,us,en,2,1,0.666666667,FALSE,0,0.2,0.5
63,0,arizona,male,38,married,middle,working class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,ohio,male,31,married,higher,lower middle class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,tennessee,female,35,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,arizona,female,41,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,california,male,40,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,massachusetts,male,39,married,middle,lower class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,texas,female,29,married,middle,working class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,virginia,female,45,married,middle,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,connecticut,female,57,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,texas,male,33,married,higher,lower middle class,us,us,en,2,1,0.666666667,FALSE,0,0.2,0.5
63,0,north carolina,male,52,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,new york,female,30,married,higher,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,indiana,female,35,married,higher,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,missouri,female,39,divorced,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,oklahoma,female,39,divorced,middle,working class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,utah,female,50,married,middle,upper middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,michigan,male,39,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,arizona,male,34,married,middle,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,wisconsin,female,41,single,middle,lower class,us,us,en,3,2,0.666666667,FALSE,0,0.2,0.666666667
63,0,texas,male,54,married,higher,lower middle class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,wisconsin,male,62,married,middle,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,utah,female,40,married,higher,working class,us,us,en,2,2,1,TRUE,1,0.2,0.666666667
63,0,ohio,male,28,single,middle,working class,us,us,en,2,4,0.333333333,FALSE,0,0.2,0.5
63,0,texas,male,22,single,higher,working class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,georgia,male,27,single,middle,working class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
63,0,massachusetts,male,34,married,higher,working class,us,us,en,2,3,0.666666667,FALSE,0,0.2,0.666666667
